Logistics ID,Order ID,Carrier,Tracking Number,Status,Shipping Cost,Estimated Delivery,Cost_Category,Distance_Miles
LOG87880,SO201147431,UPS,TRACK622024,Delivered,3748.72,2022-12-17,High Cost ($3K-$6K),1070
LOG50968,SO200467621,TNT,TRACK614492,Delayed,1248.96,2022-01-22,Medium Cost ($1K-$3K),735
LOG17625,SO202084350,TNT,TRACK884977,Delivered,453.58,2020-09-08,Low Cost (<$1K),152
LOG39794,SO200654946,DHL,TRACK744785,Delayed,2721.17,2024-12-17,Medium Cost ($1K-$3K),735
LOG62712,SO201276981,USPS,TRACK729733,In Transit,1310.68,2023-11-04,Medium Cost ($1K-$3K),735
LOG75886,SO200270117,SF Express,TRACK461268,Delayed,2605.78,2021-02-15,Medium Cost ($1K-$3K),735
LOG97114,SO201872058,FedEx,TRACK271447,In Transit,2401.24,2023-02-06,Medium Cost ($1K-$3K),735
LOG42931,SO201739303,FedEx,TRACK647790,In Transit,3314.43,2025-08-03,High Cost ($3K-$6K),1070
LOG84667,SO200997420,SF Express,TRACK372085,Delayed,3882.74,2022-11-24,High Cost ($3K-$6K),1070
LOG50739,SO201524512,UPS,TRACK604457,In Transit,3131.08,2023-12-05,High Cost ($3K-$6K),1070
LOG92169,SO201641311,TNT,TRACK602603,In Transit,2260.98,2024-04-08,Medium Cost ($1K-$3K),735
LOG77390,SO201854871,DHL,TRACK729087,Delivered,4993.57,2023-04-06,High Cost ($3K-$6K),1070
LOG48995,SO201548862,SF Express,TRACK106531,Delayed,2756.86,2022-11-19,Medium Cost ($1K-$3K),735
LOG41575,SO200244375,DHL,TRACK250188,Delivered,2285.8,2025-07-07,Medium Cost ($1K-$3K),735
LOG85999,SO201433874,FedEx,TRACK520370,In Transit,1025.84,2023-09-01,Medium Cost ($1K-$3K),735
LOG87885,SO201044043,UPS,TRACK191864,In Transit,4471.35,2021-08-23,High Cost ($3K-$6K),1070
LOG16574,SO201128563,USPS,TRACK631628,Delivered,3033.47,2024-06-20,High Cost ($3K-$6K),1070
LOG18201,SO202281201,USPS,TRACK739125,In Transit,2810.86,2022-08-08,Medium Cost ($1K-$3K),735
LOG78328,SO200735541,UPS,TRACK471164,Delayed,2325.56,2022-08-12,Medium Cost ($1K-$3K),735
LOG40494,SO200143051,SF Express,TRACK527489,Delivered,3782.46,2021-09-08,High Cost ($3K-$6K),1070
LOG85725,SO201553016,USPS,TRACK862623,In Transit,4771.07,2022-09-19,High Cost ($3K-$6K),1070
LOG12510,SO200564092,UPS,TRACK717459,Delivered,128.59,2020-10-22,Low Cost (<$1K),152
LOG26875,SO201564737,DHL,TRACK776291,In Transit,756.0,2024-10-25,Low Cost (<$1K),152
LOG93767,SO200274264,FedEx,TRACK336031,Delayed,1911.41,2020-08-05,Medium Cost ($1K-$3K),735
LOG26588,SO200053758,UPS,TRACK189755,Delivered,3052.35,2020-02-19,High Cost ($3K-$6K),1070
LOG96853,SO200642149,FedEx,TRACK788702,Delivered,410.7,2023-04-22,Low Cost (<$1K),152
LOG21867,SO201698042,SF Express,TRACK300342,In Transit,2001.07,2021-02-10,Medium Cost ($1K-$3K),735
LOG29386,SO201661264,FedEx,TRACK787613,Delivered,1600.81,2025-04-25,Medium Cost ($1K-$3K),735
LOG88497,SO201391324,UPS,TRACK351818,In Transit,2311.23,2022-01-08,Medium Cost ($1K-$3K),735
LOG15303,SO201317191,SF Express,TRACK111368,Delivered,4919.71,2024-05-23,High Cost ($3K-$6K),1070
LOG78898,SO201961816,FedEx,TRACK346682,Delivered,1918.0,2025-08-10,Medium Cost ($1K-$3K),735
LOG36085,SO200176261,USPS,TRACK573770,Delivered,2495.42,2022-01-23,Medium Cost ($1K-$3K),735
LOG79936,SO200480971,SF Express,TRACK337065,Delayed,3206.01,2020-02-03,High Cost ($3K-$6K),1070
LOG58695,SO202284394,TNT,TRACK816064,Delayed,4331.72,2024-04-21,High Cost ($3K-$6K),1070
LOG89996,SO201251675,USPS,TRACK812107,Delivered,225.42,2025-10-24,Low Cost (<$1K),152
LOG51253,SO201560417,TNT,TRACK350832,In Transit,292.92,2021-01-08,Low Cost (<$1K),152
LOG35502,SO200596944,FedEx,TRACK413603,In Transit,4627.1,2022-12-02,High Cost ($3K-$6K),1070
LOG99728,SO200197590,TNT,TRACK314035,In Transit,4687.28,2025-12-07,High Cost ($3K-$6K),1070
LOG67223,SO201428992,UPS,TRACK520720,In Transit,4944.5,2025-12-05,High Cost ($3K-$6K),1070
LOG96298,SO200612774,SF Express,TRACK369881,Delayed,1849.28,2025-09-25,Medium Cost ($1K-$3K),735
LOG65225,SO201333395,FedEx,TRACK518346,Delivered,3856.77,2021-11-12,High Cost ($3K-$6K),1070
LOG66986,SO201245981,TNT,TRACK729764,Delayed,2640.16,2021-11-27,Medium Cost ($1K-$3K),735
LOG51258,SO201163337,UPS,TRACK814379,Delayed,1824.53,2022-12-06,Medium Cost ($1K-$3K),735
LOG45245,SO202417950,DHL,TRACK966311,Delayed,3553.27,2022-10-12,High Cost ($3K-$6K),1070
LOG45198,SO202358974,FedEx,TRACK525835,Delayed,1501.41,2025-04-24,Medium Cost ($1K-$3K),735
LOG40978,SO200524968,DHL,TRACK640005,In Transit,3402.14,2023-12-20,High Cost ($3K-$6K),1070
LOG85827,SO201687057,DHL,TRACK485307,In Transit,2654.83,2020-08-18,Medium Cost ($1K-$3K),735
LOG25805,SO202054922,TNT,TRACK931372,Delivered,4450.42,2023-01-25,High Cost ($3K-$6K),1070
LOG54893,SO200455236,SF Express,TRACK591023,Delayed,799.1,2025-11-22,Low Cost (<$1K),152
LOG80237,SO201585966,USPS,TRACK592921,Delayed,3391.75,2021-03-21,High Cost ($3K-$6K),1070
LOG68192,SO201889240,TNT,TRACK405252,Delivered,4008.89,2025-04-03,High Cost ($3K-$6K),1070
LOG69804,SO200167427,DHL,TRACK824260,In Transit,2588.84,2021-03-22,Medium Cost ($1K-$3K),735
LOG64544,SO201567586,TNT,TRACK729992,Delivered,3873.65,2022-11-01,High Cost ($3K-$6K),1070
LOG61971,SO200751698,SF Express,TRACK468969,Delayed,1640.19,2021-11-27,Medium Cost ($1K-$3K),735
LOG47775,SO200753082,SF Express,TRACK264835,Delayed,2323.72,2022-11-03,Medium Cost ($1K-$3K),735
LOG73660,SO200167205,UPS,TRACK149978,Delivered,3935.66,2025-12-02,High Cost ($3K-$6K),1070
LOG15300,SO200849438,TNT,TRACK285087,Delayed,3113.11,2020-07-22,High Cost ($3K-$6K),1070
LOG62620,SO202596628,UPS,TRACK294099,In Transit,3775.44,2022-12-07,High Cost ($3K-$6K),1070
LOG96465,SO202521886,DHL,TRACK916674,Delayed,1168.73,2021-05-19,Medium Cost ($1K-$3K),735
LOG24176,SO200874281,UPS,TRACK175442,Delayed,4782.82,2023-07-25,High Cost ($3K-$6K),1070
LOG54202,SO201443548,TNT,TRACK679060,Delayed,94.68,2022-10-21,Low Cost (<$1K),152
LOG66248,SO201686927,USPS,TRACK889349,In Transit,2616.45,2022-07-25,Medium Cost ($1K-$3K),735
LOG71637,SO201829843,SF Express,TRACK331171,In Transit,115.31,2024-09-18,Low Cost (<$1K),152
LOG80207,SO201827402,TNT,TRACK871839,In Transit,4768.95,2021-09-04,High Cost ($3K-$6K),1070
LOG35934,SO201724637,TNT,TRACK756313,Delivered,2059.05,2023-11-22,Medium Cost ($1K-$3K),735
LOG81529,SO200110578,SF Express,TRACK797752,Delivered,1950.13,2022-11-26,Medium Cost ($1K-$3K),735
LOG98632,SO202125029,UPS,TRACK599144,Delivered,4139.21,2025-06-28,High Cost ($3K-$6K),1070
LOG38201,SO200744849,TNT,TRACK549610,Delayed,2390.0,2021-11-21,Medium Cost ($1K-$3K),735
LOG81179,SO201420577,TNT,TRACK826401,Delivered,2460.3,2024-01-01,Medium Cost ($1K-$3K),735
LOG87997,SO201838885,DHL,TRACK107465,In Transit,2962.56,2022-01-12,Medium Cost ($1K-$3K),735
LOG68321,SO200795362,USPS,TRACK331414,Delivered,467.91,2020-11-17,Low Cost (<$1K),152
LOG23454,SO201618823,TNT,TRACK927535,Delayed,2915.05,2021-02-10,Medium Cost ($1K-$3K),735
LOG51208,SO200238172,UPS,TRACK343970,Delayed,3208.61,2021-09-10,High Cost ($3K-$6K),1070
LOG39421,SO200977138,UPS,TRACK247690,Delayed,3858.78,2023-11-26,High Cost ($3K-$6K),1070
LOG49945,SO201780458,SF Express,TRACK817819,Delayed,2825.33,2020-04-21,Medium Cost ($1K-$3K),735
LOG77264,SO200812977,DHL,TRACK687693,Delayed,1719.23,2022-12-27,Medium Cost ($1K-$3K),735
LOG41230,SO201910642,TNT,TRACK239345,Delayed,844.99,2022-05-13,Low Cost (<$1K),152
LOG47014,SO201746183,SF Express,TRACK461073,Delayed,3652.77,2021-10-17,High Cost ($3K-$6K),1070
LOG22118,SO200380413,TNT,TRACK537673,Delivered,2517.23,2021-05-02,Medium Cost ($1K-$3K),735
LOG72783,SO201875121,FedEx,TRACK755919,Delivered,3358.83,2020-05-17,High Cost ($3K-$6K),1070
LOG35705,SO201743302,FedEx,TRACK978784,Delayed,246.02,2025-05-23,Low Cost (<$1K),152
LOG67076,SO201180987,TNT,TRACK556759,Delayed,2991.04,2020-11-28,Medium Cost ($1K-$3K),735
LOG99178,SO201764661,SF Express,TRACK933712,Delivered,2288.5,2020-10-20,Medium Cost ($1K-$3K),735
LOG73856,SO200414853,FedEx,TRACK453502,Delivered,2081.55,2021-10-16,Medium Cost ($1K-$3K),735
LOG48540,SO202013087,DHL,TRACK409479,Delivered,2497.9,2024-11-27,Medium Cost ($1K-$3K),735
LOG37337,SO202019370,DHL,TRACK964223,Delayed,613.51,2023-02-09,Low Cost (<$1K),152
LOG93364,SO201552063,UPS,TRACK313539,In Transit,1269.64,2020-06-10,Medium Cost ($1K-$3K),735
LOG23624,SO201057498,UPS,TRACK137151,Delayed,3125.15,2025-11-10,High Cost ($3K-$6K),1070
LOG15742,SO201575103,FedEx,TRACK343027,Delivered,4663.66,2020-07-27,High Cost ($3K-$6K),1070
LOG12793,SO201748859,DHL,TRACK590054,In Transit,4664.17,2025-02-07,High Cost ($3K-$6K),1070
LOG78630,SO201382307,SF Express,TRACK187970,In Transit,2128.3,2024-02-18,Medium Cost ($1K-$3K),735
LOG53060,SO202336605,DHL,TRACK835723,In Transit,354.3,2023-04-02,Low Cost (<$1K),152
LOG81666,SO200464841,FedEx,TRACK507661,Delayed,3007.9,2024-11-01,High Cost ($3K-$6K),1070
LOG67508,SO200575930,UPS,TRACK255966,Delivered,4772.46,2025-12-09,High Cost ($3K-$6K),1070
LOG82112,SO200782404,USPS,TRACK496495,In Transit,2666.04,2020-02-24,Medium Cost ($1K-$3K),735
LOG62948,SO201480832,FedEx,TRACK331438,Delayed,2238.37,2022-10-08,Medium Cost ($1K-$3K),735
LOG37087,SO200457872,UPS,TRACK365739,Delayed,411.94,2023-02-02,Low Cost (<$1K),152
LOG78172,SO201543951,FedEx,TRACK767803,Delayed,3290.64,2021-09-06,High Cost ($3K-$6K),1070
LOG28767,SO200045734,TNT,TRACK858806,Delivered,613.44,2025-11-12,Low Cost (<$1K),152
LOG10890,SO200425068,DHL,TRACK834254,Delayed,373.35,2025-11-20,Low Cost (<$1K),152
LOG59595,SO201639901,USPS,TRACK574404,Delivered,2366.46,2025-12-16,Medium Cost ($1K-$3K),735
LOG56547,SO201993428,DHL,TRACK673491,Delivered,1472.48,2021-07-22,Medium Cost ($1K-$3K),735
LOG45387,SO202097993,SF Express,TRACK760558,Delivered,4243.98,2021-11-14,High Cost ($3K-$6K),1070
LOG55218,SO202193110,FedEx,TRACK863070,Delayed,125.21,2024-09-25,Low Cost (<$1K),152
LOG32407,SO202118037,TNT,TRACK366333,Delivered,1777.87,2021-02-17,Medium Cost ($1K-$3K),735
LOG70580,SO201912206,DHL,TRACK797276,In Transit,3227.57,2025-11-08,High Cost ($3K-$6K),1070
LOG44664,SO201422878,DHL,TRACK276981,Delivered,312.54,2024-12-12,Low Cost (<$1K),152
LOG57842,SO201172503,USPS,TRACK469784,Delivered,1723.13,2022-04-13,Medium Cost ($1K-$3K),735
LOG29381,SO201573457,DHL,TRACK619350,Delivered,1230.94,2025-12-19,Medium Cost ($1K-$3K),735
LOG63353,SO200335522,DHL,TRACK934681,Delivered,4475.82,2025-05-13,High Cost ($3K-$6K),1070
LOG25531,SO202534623,FedEx,TRACK890865,Delayed,964.61,2025-06-10,Low Cost (<$1K),152
LOG99799,SO202012612,DHL,TRACK822527,In Transit,4915.11,2024-07-04,High Cost ($3K-$6K),1070
LOG32341,SO202025721,FedEx,TRACK980758,Delayed,1269.54,2020-05-04,Medium Cost ($1K-$3K),735
LOG16838,SO200129190,DHL,TRACK645737,Delivered,2739.08,2021-08-17,Medium Cost ($1K-$3K),735
LOG65912,SO202378308,DHL,TRACK515154,Delayed,2356.72,2020-03-28,Medium Cost ($1K-$3K),735
LOG58105,SO200832741,USPS,TRACK796508,Delayed,2032.07,2022-04-24,Medium Cost ($1K-$3K),735
LOG81456,SO201530918,FedEx,TRACK671289,Delayed,3496.18,2023-02-15,High Cost ($3K-$6K),1070
LOG82536,SO202016630,USPS,TRACK155336,Delivered,2783.59,2025-07-08,Medium Cost ($1K-$3K),735
LOG78702,SO200181146,FedEx,TRACK161684,In Transit,3038.05,2025-11-17,High Cost ($3K-$6K),1070
LOG39858,SO201860908,DHL,TRACK402988,Delayed,3199.63,2020-09-18,High Cost ($3K-$6K),1070
LOG69913,SO200189379,UPS,TRACK129510,In Transit,1394.69,2021-02-22,Medium Cost ($1K-$3K),735
LOG44153,SO201184240,FedEx,TRACK979917,In Transit,4516.46,2023-05-11,High Cost ($3K-$6K),1070
LOG71203,SO200122494,TNT,TRACK225071,In Transit,2752.37,2023-09-20,Medium Cost ($1K-$3K),735
LOG98449,SO201793061,DHL,TRACK705925,Delayed,4211.6,2025-11-23,High Cost ($3K-$6K),1070
LOG31251,SO200274785,DHL,TRACK883991,Delayed,1097.55,2021-05-06,Medium Cost ($1K-$3K),735
LOG68198,SO200856274,UPS,TRACK302422,Delivered,1731.99,2021-09-27,Medium Cost ($1K-$3K),735
LOG21227,SO202320976,TNT,TRACK206458,Delivered,2831.14,2021-09-05,Medium Cost ($1K-$3K),735
LOG33363,SO201325729,SF Express,TRACK725377,In Transit,3011.23,2024-05-02,High Cost ($3K-$6K),1070
LOG42356,SO200956138,TNT,TRACK953342,Delayed,714.85,2021-08-01,Low Cost (<$1K),152
LOG27907,SO200987737,TNT,TRACK490111,Delivered,633.33,2022-09-06,Low Cost (<$1K),152
LOG14331,SO201955724,DHL,TRACK612358,Delayed,393.18,2020-07-01,Low Cost (<$1K),152
LOG10819,SO202094197,SF Express,TRACK644572,Delayed,1161.22,2022-10-01,Medium Cost ($1K-$3K),735
LOG81230,SO201248262,FedEx,TRACK673502,In Transit,1473.22,2021-10-26,Medium Cost ($1K-$3K),735
LOG50265,SO200950534,USPS,TRACK601421,Delivered,4155.8,2022-02-02,High Cost ($3K-$6K),1070
LOG80897,SO201457129,SF Express,TRACK765744,Delivered,2139.21,2024-08-15,Medium Cost ($1K-$3K),735
LOG48681,SO200716585,UPS,TRACK461306,Delayed,4589.84,2022-08-18,High Cost ($3K-$6K),1070
LOG96731,SO200673507,TNT,TRACK621921,In Transit,4497.63,2025-09-20,High Cost ($3K-$6K),1070
LOG52617,SO201622150,DHL,TRACK272592,In Transit,1310.33,2021-03-24,Medium Cost ($1K-$3K),735
LOG36135,SO201685738,SF Express,TRACK378834,Delivered,800.13,2021-09-02,Low Cost (<$1K),152
LOG23091,SO202458968,DHL,TRACK321063,In Transit,2519.51,2022-01-19,Medium Cost ($1K-$3K),735
LOG46983,SO201093821,TNT,TRACK824530,In Transit,4173.27,2021-02-20,High Cost ($3K-$6K),1070
LOG51635,SO202342211,UPS,TRACK572364,Delivered,4456.72,2024-06-27,High Cost ($3K-$6K),1070
LOG30911,SO201332239,DHL,TRACK852105,In Transit,3955.73,2023-08-15,High Cost ($3K-$6K),1070
LOG70562,SO201611708,TNT,TRACK240421,In Transit,465.74,2024-09-06,Low Cost (<$1K),152
LOG90637,SO202374844,USPS,TRACK641069,Delayed,3231.09,2023-01-20,High Cost ($3K-$6K),1070
LOG88471,SO201356203,UPS,TRACK884327,Delivered,316.76,2020-11-02,Low Cost (<$1K),152
LOG87949,SO200463801,DHL,TRACK944834,Delivered,114.65,2020-01-22,Low Cost (<$1K),152
LOG21929,SO200282605,SF Express,TRACK594042,Delivered,4294.54,2020-08-06,High Cost ($3K-$6K),1070
LOG30599,SO200823486,FedEx,TRACK245523,Delivered,4901.22,2020-04-13,High Cost ($3K-$6K),1070
LOG55910,SO200661196,SF Express,TRACK268196,Delayed,2240.94,2023-12-11,Medium Cost ($1K-$3K),735
LOG79007,SO202197312,UPS,TRACK585358,In Transit,2700.31,2020-09-24,Medium Cost ($1K-$3K),735
LOG83233,SO201027148,SF Express,TRACK675266,Delayed,1200.57,2025-04-26,Medium Cost ($1K-$3K),735
LOG67139,SO201361265,DHL,TRACK334197,Delivered,1993.16,2023-11-26,Medium Cost ($1K-$3K),735
LOG73286,SO201571539,DHL,TRACK118540,Delivered,3814.4,2025-09-18,High Cost ($3K-$6K),1070
LOG96823,SO200352478,FedEx,TRACK444883,Delayed,3940.48,2021-01-18,High Cost ($3K-$6K),1070
LOG77435,SO200412151,TNT,TRACK554507,Delayed,3480.28,2022-10-20,High Cost ($3K-$6K),1070
LOG10369,SO200710994,FedEx,TRACK313667,Delivered,4785.91,2025-03-17,High Cost ($3K-$6K),1070
LOG19734,SO200866968,UPS,TRACK962157,In Transit,4208.5,2023-10-26,High Cost ($3K-$6K),1070
LOG56548,SO201243039,SF Express,TRACK302090,Delivered,454.88,2023-02-06,Low Cost (<$1K),152
LOG40050,SO202159106,SF Express,TRACK336224,Delayed,1328.77,2021-07-08,Medium Cost ($1K-$3K),735
LOG33545,SO201455428,UPS,TRACK448036,In Transit,4515.8,2023-12-19,High Cost ($3K-$6K),1070
LOG13101,SO202489891,TNT,TRACK395865,Delivered,4697.0,2023-06-13,High Cost ($3K-$6K),1070
LOG79881,SO200218515,SF Express,TRACK192409,Delayed,4688.24,2022-03-08,High Cost ($3K-$6K),1070
LOG27738,SO201761182,DHL,TRACK769449,In Transit,4127.15,2025-03-08,High Cost ($3K-$6K),1070
LOG39235,SO201278964,TNT,TRACK245018,Delayed,4576.01,2023-07-18,High Cost ($3K-$6K),1070
LOG36341,SO202251921,TNT,TRACK263276,Delivered,952.53,2023-11-13,Low Cost (<$1K),152
LOG91782,SO201066474,FedEx,TRACK618665,Delayed,225.67,2025-06-21,Low Cost (<$1K),152
LOG91814,SO201671598,UPS,TRACK411000,In Transit,1425.0,2020-07-19,Medium Cost ($1K-$3K),735
LOG15361,SO201193022,DHL,TRACK852138,Delivered,4434.19,2021-06-18,High Cost ($3K-$6K),1070
LOG62928,SO201618874,TNT,TRACK208513,In Transit,4782.94,2021-10-02,High Cost ($3K-$6K),1070
LOG91134,SO200758910,USPS,TRACK319411,Delayed,958.02,2020-01-24,Low Cost (<$1K),152
LOG88769,SO200171360,UPS,TRACK677318,Delayed,1182.89,2023-05-19,Medium Cost ($1K-$3K),735
LOG42984,SO201783045,TNT,TRACK449098,Delivered,3592.21,2023-06-04,High Cost ($3K-$6K),1070
LOG51976,SO202189231,FedEx,TRACK242863,Delivered,1129.92,2023-11-20,Medium Cost ($1K-$3K),735
LOG14763,SO200392939,USPS,TRACK571927,Delivered,4240.0,2020-11-12,High Cost ($3K-$6K),1070
LOG64474,SO200637389,TNT,TRACK676074,Delivered,1795.54,2022-01-13,Medium Cost ($1K-$3K),735
LOG46361,SO201152394,UPS,TRACK281419,Delivered,2500.57,2022-06-19,Medium Cost ($1K-$3K),735
LOG64728,SO202398855,DHL,TRACK498365,In Transit,862.04,2025-05-06,Low Cost (<$1K),152
LOG56264,SO201110245,DHL,TRACK487195,Delivered,971.15,2023-05-17,Low Cost (<$1K),152
LOG75368,SO200566718,UPS,TRACK348599,Delayed,4353.32,2024-08-09,High Cost ($3K-$6K),1070
LOG15546,SO202366228,DHL,TRACK721381,Delivered,3977.08,2024-11-18,High Cost ($3K-$6K),1070
LOG82003,SO200035418,DHL,TRACK495930,Delayed,948.79,2024-11-12,Low Cost (<$1K),152
LOG47168,SO201343227,SF Express,TRACK151140,Delayed,2717.34,2020-04-18,Medium Cost ($1K-$3K),735
LOG78782,SO200636996,TNT,TRACK140403,Delayed,2067.53,2021-08-07,Medium Cost ($1K-$3K),735
LOG12988,SO201932380,USPS,TRACK131980,Delayed,4285.7,2025-10-01,High Cost ($3K-$6K),1070
LOG18250,SO200319095,SF Express,TRACK936944,In Transit,1932.57,2022-05-09,Medium Cost ($1K-$3K),735
LOG74629,SO201336212,FedEx,TRACK877988,In Transit,3809.4,2024-03-21,High Cost ($3K-$6K),1070
LOG66024,SO201899244,USPS,TRACK588565,Delivered,540.23,2021-03-09,Low Cost (<$1K),152
LOG68824,SO202110016,SF Express,TRACK743046,Delivered,2482.49,2020-03-17,Medium Cost ($1K-$3K),735
LOG88274,SO201219756,TNT,TRACK865868,In Transit,2574.14,2021-11-05,Medium Cost ($1K-$3K),735
LOG59234,SO202084292,SF Express,TRACK275898,Delayed,2452.46,2022-03-24,Medium Cost ($1K-$3K),735
LOG50010,SO200911921,USPS,TRACK786668,In Transit,2033.87,2024-07-06,Medium Cost ($1K-$3K),735
LOG21775,SO200197193,DHL,TRACK884277,Delayed,1847.97,2023-05-16,Medium Cost ($1K-$3K),735
LOG35999,SO202182683,FedEx,TRACK955673,Delayed,1585.67,2021-07-12,Medium Cost ($1K-$3K),735
LOG95055,SO201496698,FedEx,TRACK845054,In Transit,1247.83,2024-11-22,Medium Cost ($1K-$3K),735
LOG55809,SO201063112,USPS,TRACK326037,Delivered,3887.93,2021-07-02,High Cost ($3K-$6K),1070
LOG65464,SO200444138,UPS,TRACK376382,Delayed,1156.62,2021-12-08,Medium Cost ($1K-$3K),735
LOG85405,SO201127781,TNT,TRACK191353,In Transit,2221.65,2023-05-04,Medium Cost ($1K-$3K),735
LOG39376,SO201068962,SF Express,TRACK459810,Delivered,4937.84,2021-05-28,High Cost ($3K-$6K),1070
LOG21841,SO201348403,FedEx,TRACK677130,Delivered,1262.17,2025-01-03,Medium Cost ($1K-$3K),735
LOG21454,SO200183622,FedEx,TRACK792355,In Transit,2941.59,2023-05-16,Medium Cost ($1K-$3K),735
LOG91918,SO200235138,FedEx,TRACK885759,Delayed,2059.24,2021-09-10,Medium Cost ($1K-$3K),735
LOG39930,SO200339458,UPS,TRACK199405,In Transit,2493.67,2025-07-15,Medium Cost ($1K-$3K),735
LOG55261,SO200059968,USPS,TRACK120104,In Transit,864.09,2024-05-24,Low Cost (<$1K),152
LOG52324,SO201948097,FedEx,TRACK775131,Delayed,3705.93,2022-03-28,High Cost ($3K-$6K),1070
LOG35821,SO201030954,USPS,TRACK212857,Delivered,2981.74,2025-08-05,Medium Cost ($1K-$3K),735
LOG49322,SO200834014,FedEx,TRACK390236,Delayed,4555.25,2022-09-16,High Cost ($3K-$6K),1070
LOG89445,SO201355228,USPS,TRACK188831,Delivered,3046.99,2024-07-25,High Cost ($3K-$6K),1070
LOG29067,SO200113672,DHL,TRACK460835,Delayed,591.86,2021-11-18,Low Cost (<$1K),152
LOG43915,SO201254327,DHL,TRACK367060,Delayed,987.92,2024-02-07,Low Cost (<$1K),152
LOG75929,SO200252525,FedEx,TRACK361365,Delayed,2946.06,2022-03-02,Medium Cost ($1K-$3K),735
LOG47707,SO202319377,SF Express,TRACK946113,Delivered,3493.97,2025-10-12,High Cost ($3K-$6K),1070
LOG18055,SO202149908,SF Express,TRACK127505,Delayed,3831.11,2023-08-15,High Cost ($3K-$6K),1070
LOG49654,SO200197522,UPS,TRACK970800,In Transit,408.41,2023-08-15,Low Cost (<$1K),152
LOG64814,SO201275863,FedEx,TRACK925143,Delayed,1686.27,2022-04-16,Medium Cost ($1K-$3K),735
LOG72670,SO202168834,SF Express,TRACK393590,Delayed,3725.58,2024-07-28,High Cost ($3K-$6K),1070
LOG34276,SO202345463,USPS,TRACK255672,In Transit,725.18,2023-06-20,Low Cost (<$1K),152
LOG30650,SO202375045,UPS,TRACK652701,Delivered,2454.65,2021-07-18,Medium Cost ($1K-$3K),735
LOG23495,SO202478861,DHL,TRACK892832,Delivered,2953.53,2025-06-19,Medium Cost ($1K-$3K),735
LOG95482,SO201738431,FedEx,TRACK766807,In Transit,2948.5,2023-01-02,Medium Cost ($1K-$3K),735
LOG98947,SO200963403,DHL,TRACK154825,Delivered,150.93,2024-01-19,Low Cost (<$1K),152
LOG27637,SO200587488,USPS,TRACK262971,Delayed,1830.66,2024-10-03,Medium Cost ($1K-$3K),735
LOG12384,SO200870057,UPS,TRACK225651,In Transit,1208.07,2024-08-09,Medium Cost ($1K-$3K),735
LOG32213,SO200695145,TNT,TRACK808621,In Transit,967.74,2021-12-03,Low Cost (<$1K),152
LOG81973,SO202040425,DHL,TRACK354570,In Transit,2849.89,2024-01-21,Medium Cost ($1K-$3K),735
LOG20839,SO202178076,DHL,TRACK337633,Delayed,3612.33,2021-10-14,High Cost ($3K-$6K),1070
LOG83487,SO201514785,FedEx,TRACK988086,Delayed,2635.64,2021-01-20,Medium Cost ($1K-$3K),735
LOG48984,SO200142234,USPS,TRACK554480,Delivered,3611.45,2023-09-09,High Cost ($3K-$6K),1070
LOG39470,SO202179650,DHL,TRACK217673,Delayed,757.13,2023-11-21,Low Cost (<$1K),152
LOG24664,SO201950157,SF Express,TRACK979662,Delivered,2609.86,2023-09-07,Medium Cost ($1K-$3K),735
LOG80871,SO201232291,UPS,TRACK681038,Delayed,3506.18,2023-07-11,High Cost ($3K-$6K),1070
LOG96381,SO202430608,SF Express,TRACK253109,Delayed,3661.4,2020-07-11,High Cost ($3K-$6K),1070
LOG59173,SO200824951,USPS,TRACK252336,In Transit,1405.05,2023-11-12,Medium Cost ($1K-$3K),735
LOG49666,SO201095901,DHL,TRACK518092,In Transit,1930.19,2023-07-06,Medium Cost ($1K-$3K),735
LOG43066,SO202331668,USPS,TRACK282612,Delivered,491.56,2022-12-04,Low Cost (<$1K),152
LOG85837,SO200011709,DHL,TRACK961010,Delayed,2471.05,2022-06-06,Medium Cost ($1K-$3K),735
LOG64799,SO200175053,USPS,TRACK534824,Delivered,1641.59,2020-08-02,Medium Cost ($1K-$3K),735
LOG80949,SO200737153,DHL,TRACK907748,Delayed,4688.2,2021-09-22,High Cost ($3K-$6K),1070
LOG17362,SO202123716,SF Express,TRACK863605,Delayed,2547.01,2023-11-16,Medium Cost ($1K-$3K),735
LOG44912,SO201957968,SF Express,TRACK451276,Delivered,4849.33,2024-02-08,High Cost ($3K-$6K),1070
LOG82254,SO202369467,FedEx,TRACK682471,Delayed,3566.04,2022-09-06,High Cost ($3K-$6K),1070
LOG16685,SO202145196,UPS,TRACK138997,Delivered,1191.16,2020-02-25,Medium Cost ($1K-$3K),735
LOG78430,SO202584692,UPS,TRACK679032,Delivered,996.98,2022-11-09,Low Cost (<$1K),152
LOG71322,SO201925711,DHL,TRACK332203,In Transit,1654.61,2023-04-24,Medium Cost ($1K-$3K),735
LOG59331,SO201031002,DHL,TRACK259717,In Transit,4912.35,2022-07-07,High Cost ($3K-$6K),1070
LOG16884,SO201524850,DHL,TRACK670853,Delivered,1269.66,2022-05-03,Medium Cost ($1K-$3K),735
LOG49617,SO200569873,UPS,TRACK645284,Delayed,1140.01,2023-10-01,Medium Cost ($1K-$3K),735
LOG14495,SO200536959,USPS,TRACK903662,In Transit,4269.77,2020-03-25,High Cost ($3K-$6K),1070
